family_id,model_family,seed_index,seed_role,training_seed,shot_seed,allowed_before_gate_4_acceptance,final_test_use
C01,ridge_elastic_net,28,finalist_extension_only,3226749558,3618454063,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C01,ridge_elastic_net,29,finalist_extension_only,4163168069,535400810,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C01,ridge_elastic_net,30,finalist_extension_only,909398158,2879475444,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,1,development_and_finalist,4043007294,813601054,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,2,development_and_finalist,1636831659,3037932550,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,3,development_and_finalist,4083995065,809455672,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,4,development_and_finalist,1591363295,1214921020,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,5,development_and_finalist,36554255,1346874463,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,6,development_and_finalist,2123571934,1566067434,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,7,development_and_finalist,1552398233,4067590347,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,8,development_and_finalist,4112244810,975018243,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,9,development_and_finalist,259461614,2579667400,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,10,development_and_finalist,1196424725,2526306680,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,11,development_and_finalist,3222826281,3381160411,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,12,development_and_finalist,1120977972,2061120126,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,13,development_and_finalist,1721146822,625586959,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,14,development_and_finalist,2668767513,1139291036,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,15,development_and_finalist,4189574496,4119753365,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,16,development_and_finalist,2748344904,1091871088,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,17,development_and_finalist,2713854999,1074040195,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,18,development_and_finalist,1228917143,1886669837,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,19,development_and_finalist,1773604042,2184239061,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,20,development_and_finalist,457230165,1352520249,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,21,finalist_extension_only,4115115294,3193414221,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,22,finalist_extension_only,2002541210,231475498,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,23,finalist_extension_only,3129336779,281358240,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,24,finalist_extension_only,1952689773,1015502435,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,25,finalist_extension_only,1248347239,1314604362,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,26,finalist_extension_only,1745087360,331412508,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,27,finalist_extension_only,3259476496,3207053513,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,28,finalist_extension_only,2247818131,3620105760,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,29,finalist_extension_only,638033911,2674419420,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C02,extra_trees,30,finalist_extension_only,3427394100,3390964787,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,1,development_and_finalist,4036397395,2140827733,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,2,development_and_finalist,3232303601,3661680009,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,3,development_and_finalist,493746214,3479426645,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,4,development_and_finalist,1057329490,2440776615,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,5,development_and_finalist,1698264898,4130819938,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,6,development_and_finalist,6489584,2731205553,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,7,development_and_finalist,2635756080,308700471,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,8,development_and_finalist,3799402430,3280382051,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,9,development_and_finalist,2367526162,3377567273,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,10,development_and_finalist,3402374354,3834340691,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,11,development_and_finalist,503801901,135691814,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,12,development_and_finalist,4083473290,1917602613,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,13,development_and_finalist,3021564663,721988497,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,14,development_and_finalist,1811656990,3864759096,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,15,development_and_finalist,1551903551,286687360,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,16,development_and_finalist,1096281820,1890962485,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,17,development_and_finalist,512960858,1319197963,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,18,development_and_finalist,381420683,3864482898,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,19,development_and_finalist,3053195310,1783793638,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,20,development_and_finalist,1562543063,1980910352,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,21,finalist_extension_only,1245702490,3182208167,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,22,finalist_extension_only,2710718719,1422095180,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,23,finalist_extension_only,1126867098,1623464869,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,24,finalist_extension_only,2476339450,825674118,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,25,finalist_extension_only,2318238777,2082755729,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,26,finalist_extension_only,2844386867,2333191312,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,27,finalist_extension_only,2157672874,2791673237,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,28,finalist_extension_only,1950649358,919265322,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,29,finalist_extension_only,4118678821,3343514949,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C03,histogram_gradient_boosting,30,finalist_extension_only,1083302882,1245299600,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,1,development_and_finalist,594372400,72765094,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,2,development_and_finalist,1354658689,884395407,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,3,development_and_finalist,3005545657,2491429783,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,4,development_and_finalist,4128375358,537775224,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,5,development_and_finalist,2266733610,368619254,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,6,development_and_finalist,199124523,3781322437,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,7,development_and_finalist,3316750429,326253659,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,8,development_and_finalist,3771737914,887870767,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,9,development_and_finalist,1627626466,1167034420,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,10,development_and_finalist,3071018956,481310813,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,11,development_and_finalist,1603464651,4251291344,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,12,development_and_finalist,3971932203,3655837607,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,13,development_and_finalist,3021227701,2334808010,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,14,development_and_finalist,3658720776,697247047,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,15,development_and_finalist,468610176,3983699594,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,16,development_and_finalist,3130363430,4078061747,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,17,development_and_finalist,2920419554,3259795216,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,18,development_and_finalist,1368950121,566554754,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,19,development_and_finalist,836287677,2197199624,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,20,development_and_finalist,1266800415,3627807918,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,21,finalist_extension_only,511002742,680237056,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,22,finalist_extension_only,1631359577,2316880130,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,23,finalist_extension_only,2955273331,4039820879,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,24,finalist_extension_only,1896968514,632106615,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,25,finalist_extension_only,1379311620,3966869889,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,26,finalist_extension_only,3503292559,3956857330,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,27,finalist_extension_only,224014580,368851739,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,28,finalist_extension_only,3950120912,3400401721,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,29,finalist_extension_only,13846724,1846521045,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C04,sparse_gaussian_process,30,finalist_extension_only,2179675977,2622746879,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,1,development_and_finalist,3725509441,1277162332,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,2,development_and_finalist,3197536213,703804123,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,3,development_and_finalist,1365410944,1689065646,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,4,development_and_finalist,1387543266,3523716062,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,5,development_and_finalist,2879937299,4032851232,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,6,development_and_finalist,1299124543,1228903319,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,7,development_and_finalist,91495712,3386415299,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,8,development_and_finalist,666818238,3984473066,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,9,development_and_finalist,440652593,902946205,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,10,development_and_finalist,758920681,3675912298,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,11,development_and_finalist,3331315166,3910809482,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,12,development_and_finalist,57709885,2019751562,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,13,development_and_finalist,4291556170,2347980383,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,14,development_and_finalist,732991161,2799925922,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,15,development_and_finalist,1265756474,3269294469,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,16,development_and_finalist,717831653,1478293209,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,17,development_and_finalist,546646774,1891299886,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,18,development_and_finalist,2821541059,822351569,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,19,development_and_finalist,2514079334,4069741466,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,20,development_and_finalist,3113590932,1430723161,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,21,finalist_extension_only,4258004223,1984325793,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,22,finalist_extension_only,2141901228,3152608533,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,23,finalist_extension_only,1377778140,2489854899,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,24,finalist_extension_only,4191860283,2145517858,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,25,finalist_extension_only,3337092929,2097045403,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,26,finalist_extension_only,1590747091,2781474260,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,27,finalist_extension_only,3018804052,928148950,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,28,finalist_extension_only,4276864476,816317637,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,29,finalist_extension_only,3486925651,1815221758,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C05,multilayer_perceptron,30,finalist_extension_only,2854427937,323438632,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,1,development_and_finalist,2028589355,3724026966,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,2,development_and_finalist,1288946243,3952335124,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,3,development_and_finalist,1431166692,4011295456,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,4,development_and_finalist,298074488,1377005843,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,5,development_and_finalist,558842518,657701527,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,6,development_and_finalist,655628318,2225874134,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,7,development_and_finalist,2926960384,1646998456,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,8,development_and_finalist,2818802710,2588957725,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,9,development_and_finalist,3907692943,1000997376,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,10,development_and_finalist,694358057,2610067490,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,11,development_and_finalist,3946777434,516577630,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,12,development_and_finalist,2355441540,1885435872,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,13,development_and_finalist,1442404221,1819496769,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,14,development_and_finalist,3333762492,196545550,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,15,development_and_finalist,4218656972,1816968949,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,16,development_and_finalist,2019016813,4235665126,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,17,development_and_finalist,4118994894,209179402,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,18,development_and_finalist,4082911435,1451333516,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,19,development_and_finalist,3127192939,2305042066,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,20,development_and_finalist,1729279448,2879713154,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,21,finalist_extension_only,2797954320,1145165052,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,22,finalist_extension_only,2655935946,2552253788,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,23,finalist_extension_only,127727859,2187658863,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,24,finalist_extension_only,2744520598,1600290481,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,25,finalist_extension_only,80886454,3313004309,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,26,finalist_extension_only,505628411,2320053047,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,27,finalist_extension_only,737638384,3457110662,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,28,finalist_extension_only,978720857,454311027,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,29,finalist_extension_only,259964065,2068594182,synthetic_smoke_only,prohibited_until_separate_unlock_commit
C06,physics_residual,30,finalist_extension_only,3575005719,510965904,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,1,development_and_finalist,3897702779,3280175789,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,2,development_and_finalist,151761064,3304828880,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,3,development_and_finalist,1412009150,1423688400,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,4,development_and_finalist,607339783,139340905,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,5,development_and_finalist,1182753187,2023533592,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,6,development_and_finalist,425654118,2865189560,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,7,development_and_finalist,1998380635,486948300,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,8,development_and_finalist,3951623760,203909427,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,9,development_and_finalist,627510072,2261249934,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,10,development_and_finalist,2782491780,1732794952,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,11,development_and_finalist,288398891,3620941912,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,12,development_and_finalist,2639945379,584678090,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,13,development_and_finalist,1326570060,4124067270,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,14,development_and_finalist,1025237905,3872453299,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,15,development_and_finalist,1125271596,213530600,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,16,development_and_finalist,2617176551,3882377105,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,17,development_and_finalist,853831252,3837213981,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,18,development_and_finalist,1995520552,3839496234,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,19,development_and_finalist,1493744223,4223906560,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,20,development_and_finalist,381278346,524692138,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,21,finalist_extension_only,886559114,2774652322,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,22,finalist_extension_only,2382864570,1618168911,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,23,finalist_extension_only,2696493694,2792028944,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,24,finalist_extension_only,2378859024,2098125452,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,25,finalist_extension_only,2147307511,3767090441,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,26,finalist_extension_only,1507264561,2994856055,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,27,finalist_extension_only,3188763343,1057617448,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,28,finalist_extension_only,1363897335,1482028829,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,29,finalist_extension_only,3050976160,1575495553,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q01,quantum_kernel,30,finalist_extension_only,1578068894,2187724832,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,1,development_and_finalist,460587837,131031111,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,2,development_and_finalist,3176375593,844388273,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,3,development_and_finalist,746046457,1949857040,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,4,development_and_finalist,1698752348,1392103799,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,5,development_and_finalist,979172393,1643268502,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,6,development_and_finalist,2885667106,848110013,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,7,development_and_finalist,3363590901,2714919675,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,8,development_and_finalist,3791841278,2284928980,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,9,development_and_finalist,3758702902,1556237196,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,10,development_and_finalist,1654270970,3166352567,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,11,development_and_finalist,1221587086,882359358,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,12,development_and_finalist,993358533,2031060609,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,13,development_and_finalist,2044330901,445501812,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,14,development_and_finalist,2864774735,3459853688,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,15,development_and_finalist,3570083905,1179626195,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,16,development_and_finalist,622786399,3348554048,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,17,development_and_finalist,13963745,3986085821,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,18,development_and_finalist,1901899622,4125240672,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,19,development_and_finalist,2561369616,715146304,synthetic_smoke_only,prohibited_until_separate_unlock_commit
Q02,variational_quantum_regressor,20,development_and_finalist,2996306414,3107899367,synthetic_smoke_only,prohibited_until_separate_unlock_commit
